date,total_pnl,avg_pnl,trade_count,total_volume,avg_trade_size,profitable_trades,buy_count,sell_count,sentiment_value,win_rate,buy_sell_ratio
2024-08-16,825.230544,23.578015542857145,35,166382.84,4753.795428571429,3,32,3,27.0,0.08571428571428572,8.0
2024-08-17,-288.283113,-9.609437100000001,30,30248.96,1008.2986666666667,0,29,1,25.0,0.0,14.5
2024-08-18,307.201888,20.480125866666665,15,62804.48,4186.965333333334,12,0,15,31.0,0.8,0.0
2024-08-19,339.69958299999996,42.462447874999995,8,100315.03,12539.37875,5,3,5,28.0,0.625,0.5
2024-08-20,192.602844,16.050237,12,49914.8,4159.566666666667,1,5,7,30.0,0.08333333333333333,0.625
2024-08-21,656.200925,4.525523620689655,145,104990.41,724.0717931034483,54,56,89,26.0,0.3724137931034483,0.6222222222222222
2024-08-23,1005.30527,100.53052699999999,10,63509.56,6350.956,3,0,10,34.0,0.3,0.0
2024-08-24,0.0,0.0,7,34999.67,4999.952857142857,0,0,7,56.0,0.0,0.0
2024-08-25,0.0,0.0,17,21950.28,1291.1929411764704,0,8,9,54.0,0.0,0.8
2024-08-26,231.236918,38.539486333333336,6,92611.27,15435.211666666668,2,6,0,55.0,0.3333333333333333,6.0
2024-08-27,0.0,0.0,50,70250.16,1405.0032,0,49,1,48.0,0.0,24.5
2024-08-28,1333.359645,148.15107166666667,9,71160.06999999999,7906.674444444444,2,9,0,30.0,0.2222222222222222,9.0
2024-08-29,0.0,0.0,1,9995.85,9995.85,0,0,1,29.0,0.0,0.0
2024-08-30,256.464,42.744,6,37233.24,6205.54,1,4,2,34.0,0.16666666666666666,1.3333333333333333
2024-08-31,10.882801,0.3200823823529412,34,107507.43000000001,3161.983235294118,12,11,23,29.0,0.35294117647058826,0.4583333333333333
2024-09-01,137.433093,11.452757750000002,12,12359.68,1029.9733333333334,5,7,5,26.0,0.4166666666666667,1.1666666666666667
2024-09-02,0.0,0.0,2,30000.42,15000.21,0,2,0,26.0,0.0,2.0
2024-09-04,1065.785132,31.346621529411763,34,131480.97,3867.0873529411765,5,31,3,27.0,0.14705882352941177,7.75
2024-09-05,0.0,0.0,1,0.84,0.84,0,0,1,29.0,0.0,0.0
2024-09-06,-1104.856765,-26.306113452380952,42,39047.1,929.6928571428571,0,4,38,22.0,0.0,0.10256410256410256
2024-09-08,0.0,0.0,1,0.11,0.11,0,0,1,29.0,0.0,0.0
2024-09-09,0.0,0.0,2,4014.4300000000003,2007.2150000000001,0,2,0,26.0,0.0,2.0
2024-09-10,-219.729659,-73.24321966666666,3,2547.28,849.0933333333334,0,1,2,33.0,0.0,0.3333333333333333
2024-09-11,0.0,0.0,1,0.54,0.54,0,0,1,37.0,0.0,0.0
2024-09-14,0.0,0.0,11,1014.8000000000001,92.25454545454546,0,10,1,50.0,0.0,5.0
2024-09-18,-878.684794,-6.059895131034483,145,13633.5,94.02413793103449,0,11,134,45.0,0.0,0.08148148148148149
2024-09-19,0.0,0.0,19,1521.8700000000001,80.09842105263158,0,19,0,49.0,0.0,19.0
2024-09-20,9585.03428,599.0646425,16,332873.38,20804.58625,8,3,13,54.0,0.5,0.21428571428571427
2024-09-21,36165.56933,1572.416057826087,23,165648.12,7202.092173913044,23,0,23,54.0,1.0,0.0
2024-09-22,0.0,0.0,3,19999.739999999998,6666.579999999999,0,3,0,52.0,0.0,3.0
2024-09-23,334.760796,167.380398,2,40334.29,20167.145,1,1,1,50.0,0.5,0.5
2024-09-24,0.0,0.0,10,7118.63,711.863,0,9,1,54.0,0.0,4.5
2024-09-25,0.0,0.0,9,52754.130000000005,5861.570000000001,0,6,3,59.0,0.0,1.5
2024-09-26,439.812513,54.976564125,8,113711.93000000001,14213.991250000001,2,0,8,50.0,0.25,0.0
2024-09-27,0.0,0.0,56,126097.04,2251.732857142857,0,0,56,61.0,0.0,0.0
2024-09-28,0.0,0.0,4,29199.21,7299.8025,0,0,4,64.0,0.0,0.0
2024-09-30,2710.626288,25.571946113207545,106,214669.85,2025.1872641509435,5,10,96,61.0,0.04716981132075472,0.10309278350515463
2024-10-01,0.0,0.0,4,139954.32,34988.58,0,4,0,50.0,0.0,4.0
2024-10-02,0.0,0.0,4,99954.34,24988.585,0,4,0,42.0,0.0,4.0
2024-10-03,100.375782,11.152864666666666,9,132935.69,14770.632222222222,3,6,3,37.0,0.3333333333333333,1.5
2024-10-04,0.0,0.0,1,0.34,0.34,0,0,1,41.0,0.0,0.0
2024-10-05,5767.161892,155.86924032432432,37,605605.74,16367.722702702702,24,9,28,49.0,0.6486486486486487,0.3103448275862069
2024-10-06,130.487079,5.9312308636363635,22,300130.56,13642.298181818182,5,6,16,50.0,0.22727272727272727,0.35294117647058826
2024-10-07,0.0,0.0,21,219984.65,10475.459523809524,0,0,21,50.0,0.0,0.0
2024-10-08,5396.546638,149.90407327777777,36,434584.13,12071.781388888889,33,34,2,49.0,0.9166666666666666,11.333333333333334
2024-10-09,396.06272,28.290194285714286,14,220399.93,15742.852142857142,3,11,3,49.0,0.21428571428571427,2.75
2024-10-10,0.0,0.0,16,300024.33999999997,18751.521249999998,0,16,0,39.0,0.0,16.0
2024-10-11,8885.327477,341.74336450000004,26,488904.19,18804.007307692307,18,0,26,32.0,0.6923076923076923,0.0
2024-10-12,541.55471,54.155471,10,159713.4,15971.34,7,7,3,49.0,0.7,1.75
2024-10-13,0.0,0.0,10,60002.42,6000.242,0,10,0,50.0,0.0,10.0
2024-10-14,1913.61958,382.72391600000003,5,61916.020000000004,12383.204000000002,5,0,5,48.0,1.0,0.0
2024-10-15,1170.2260760000001,167.17515371428573,7,81173.36,11596.194285714286,4,3,4,65.0,0.5714285714285714,0.6
2024-10-16,219.480876,19.95280690909091,11,80229.17,7293.560909090909,3,8,3,73.0,0.2727272727272727,2.0
2024-10-17,36.11496,4.0127733333333335,9,140531.75,15614.638888888889,1,7,2,71.0,0.1111111111111111,2.3333333333333335
2024-10-18,333.219141,55.536523499999994,6,120331.43000000001,20055.238333333335,5,1,5,73.0,0.8333333333333334,0.16666666666666666
2024-10-19,0.0,0.0,4,99996.86,24999.215,0,4,0,72.0,0.0,4.0
2024-10-20,389.155797,4.05370621875,96,176447.86000000002,1837.9985416666668,11,7,89,73.0,0.11458333333333333,0.07777777777777778
2024-10-21,2464.915564,14.248066843930635,173,324117.99,1873.5143930635838,68,79,94,72.0,0.3930635838150289,0.8315789473684211
2024-10-22,0.0,0.0,3,60000.36,20000.12,0,3,0,70.0,0.0,3.0
2024-10-23,-46.489941,-2.5827745,18,210006.07,11667.003888888888,0,15,3,71.0,0.0,3.75
2024-10-25,13235.862071,441.19540236666666,30,427883.18,14262.772666666666,21,14,16,72.0,0.7,0.8235294117647058
2024-10-27,666.6623079999999,166.66557699999998,4,90664.41,22666.1025,3,0,4,74.0,0.75,0.0
2024-10-28,167.28016200000002,12.867704769230771,13,121495.25,9345.788461538461,4,0,13,72.0,0.3076923076923077,0.0
2024-10-29,801.170876,15.11643162264151,53,613267.8099999999,11571.09075471698,3,3,50,72.0,0.05660377358490566,0.058823529411764705
2024-10-30,9.150023,0.36600091999999995,25,11830.85,473.23400000000004,7,8,17,77.0,0.28,0.4444444444444444
2024-10-31,1214.043811,25.292579395833332,48,896173.36,18670.278333333332,34,42,6,77.0,0.7083333333333334,6.0
2024-11-01,1040.475736,45.238075478260875,23,260981.03,11347.001304347827,6,13,10,75.0,0.2608695652173913,1.1818181818181819
2024-11-02,0.0,0.0,2,40000.0,20000.0,0,2,0,72.0,0.0,2.0
2024-11-03,0.0,0.0,6,129055.66,21509.27666666667,0,6,0,74.0,0.0,6.0
2024-11-04,2799.410474,77.76140205555555,36,451811.97,12550.332499999999,23,13,23,70.0,0.6388888888888888,0.5416666666666666
2024-11-05,678.4759280000001,67.8475928,10,200627.23,20062.723,5,5,5,70.0,0.5,0.8333333333333334
2024-11-06,2817.83723,187.85581533333334,15,123906.9,8260.46,7,6,9,70.0,0.4666666666666667,0.6
2024-11-07,4493.353136,39.764187044247784,113,111335.3,985.2681415929204,60,53,60,77.0,0.5309734513274337,0.8688524590163934
2024-11-08,-64.41354100000007,-1.6516292564102582,39,270700.44,6941.036923076923,6,23,16,75.0,0.15384615384615385,1.3529411764705883
2024-11-09,102.90894,1.196615581395349,86,193384.41,2248.655930232558,19,53,33,75.0,0.22093023255813954,1.5588235294117647
2024-11-10,991.114334,5.728984589595376,173,413636.7,2390.963583815029,51,48,125,78.0,0.2947976878612717,0.38095238095238093
2024-11-11,6749.630996,18.09552545844504,373,1570572.42,4210.649919571046,92,94,279,76.0,0.24664879356568364,0.3357142857142857
2024-11-12,3494.399394,20.435084175438597,171,1226354.52,7171.663859649123,34,98,73,80.0,0.19883040935672514,1.3243243243243243
2024-11-13,7846.402274,163.46671404166668,48,515336.37,10736.174375,27,16,32,84.0,0.5625,0.48484848484848486
2024-11-14,4563.509225,41.4864475,110,1008361.81,9166.925545454545,28,82,28,88.0,0.2545454545454545,2.8275862068965516
2024-11-15,4140.740438,27.790204281879195,149,1427858.42,9582.942416107382,55,91,58,80.0,0.3691275167785235,1.5423728813559323
2024-11-16,2769.521909,17.640266936305732,157,303296.07,1931.822101910828,48,77,80,86.0,0.3057324840764331,0.9506172839506173
2024-11-17,882.975285,4.224762129186603,209,1215987.57,5818.122344497608,49,73,136,90.0,0.23444976076555024,0.5328467153284672
2024-11-18,4470.815187,12.921431176300578,346,2084339.58,6024.102832369942,124,125,221,83.0,0.3583815028901734,0.5630630630630631
2024-11-19,2958.268991,9.699242593442623,305,628031.15,2059.118524590164,150,160,145,90.0,0.4918032786885246,1.095890410958904
2024-11-20,4210.0928969999995,7.654714358181818,550,1999514.1199999999,3635.480218181818,219,244,306,83.0,0.3981818181818182,0.7947882736156352
2024-11-21,1692.430891,3.1634222261682243,535,598300.62,1118.3189158878504,165,235,300,82.0,0.308411214953271,0.7807308970099668
2024-11-22,-18105.345617,-26.664721085419732,679,1646713.62,2425.2041531664213,209,327,352,94.0,0.3078055964653903,0.9263456090651558
2024-11-23,2901.531638,7.993200104683195,363,516245.68,1422.1644077134986,128,150,213,93.0,0.3526170798898072,0.7009345794392523
2024-11-24,945.550386,5.497385965116279,172,664952.28,3866.001627906977,46,103,69,80.0,0.26744186046511625,1.4714285714285715
2024-11-25,5523.740734,21.66172836862745,255,937410.87,3676.1210588235294,105,126,129,82.0,0.4117647058823529,0.9692307692307692
2024-11-26,1094.809359,3.6251965529801327,302,1146902.44,3797.6901986754965,88,197,105,79.0,0.2913907284768212,1.8584905660377358
2024-11-27,-2654.495633,-12.462420812206572,213,1444242.53,6780.481361502348,74,72,141,75.0,0.3474178403755869,0.5070422535211268
2024-11-28,-127075.39958499999,-382.75722766566264,332,1894225.15,5705.497439759036,109,207,125,77.0,0.32831325301204817,1.6428571428571428
2024-11-29,176844.994152,449.98726247328244,393,794262.91,2021.0252162849874,192,148,245,78.0,0.48854961832061067,0.6016260162601627
2024-11-30,37316.69352,100.04475474530831,373,1732193.7,4643.950938337802,157,103,270,84.0,0.42091152815013405,0.3800738007380074
2024-12-01,40886.364494,98.28453003365385,416,814711.82,1958.441875,221,144,272,81.0,0.53125,0.5274725274725275
2024-12-02,18489.604313,68.48001597407408,270,585243.56,2167.568740740741,110,156,114,80.0,0.4074074074074074,1.3565217391304347
2024-12-03,23576.539285,63.03887509358289,374,1084666.53,2900.177887700535,161,170,204,76.0,0.4304812834224599,0.8292682926829268
2024-12-04,292891.815021,918.1561599404388,319,769287.65,2411.5600313479626,148,96,223,78.0,0.46394984326018807,0.42857142857142855
2024-12-05,71574.11848800001,156.96078615789474,456,1256750.79,2756.0324342105264,193,192,264,84.0,0.4232456140350877,0.7245283018867924
2024-12-06,-92624.643895,-229.83782604218362,403,3471019.22,8612.950918114144,94,205,198,72.0,0.23325062034739455,1.0301507537688441
2024-12-07,85906.279067,282.5864442993421,304,451733.42,1485.965197368421,131,110,194,75.0,0.4309210526315789,0.5641025641025641
2024-12-08,15965.933436,38.014127228571425,420,932939.72,2221.2850476190474,152,82,338,79.0,0.3619047619047619,0.24188790560471976
2024-12-09,6310.967676,11.708659881261596,539,983949.68,1825.5096103896105,172,455,84,78.0,0.31910946196660483,5.352941176470588
2024-12-10,39325.770231,24.640206911654136,1596,3150424.08,1973.94992481203,937,530,1066,78.0,0.5870927318295739,0.4967197750702905
2024-12-11,319051.554217,261.30348420720725,1221,2194098.33,1796.9683292383293,870,171,1050,74.0,0.7125307125307125,0.16270218839200762
2024-12-12,599151.795008,310.1199767122153,1932,4557189.87,2358.7939285714288,1352,421,1511,83.0,0.6997929606625258,0.27843915343915343
2024-12-13,31935.901745,27.22583268968457,1173,2880824.64,2455.9459846547315,471,676,497,76.0,0.40153452685422,1.357429718875502
2024-12-14,167801.399244,135.87157833522267,1235,2369561.78,1918.6735060728743,585,595,640,83.0,0.47368421052631576,0.9282371294851794
2024-12-15,97525.315279,57.4692488385386,1697,2583269.81,1522.256812021214,417,1131,566,80.0,0.24572775486152032,1.9947089947089947
2024-12-16,166774.344133,158.07994704549765,1055,2740808.97,2597.9231943127966,535,423,632,83.0,0.5071090047393365,0.6682464454976303
2024-12-17,219591.305172,113.13307839876352,1941,5233597.63,2696.3408706852138,847,851,1090,87.0,0.4363730036063885,0.7800183318056828
2024-12-18,13682.994673,9.575223703988803,1429,3798887.07,2658.423421973408,523,715,714,81.0,0.36599020293911827,1.0
2024-12-19,62744.004486000005,18.79125621024259,3339,8241709.39,2468.316678646301,2053,1201,2138,75.0,0.6148547469302186,0.5614773258532024
2024-12-20,254969.660039,102.47976689670418,2488,7681274.71,3087.3290635048234,1383,1129,1359,74.0,0.5558681672025724,0.8301470588235295
2024-12-21,150022.163157,89.24578415050566,1681,4382875.12,2607.302272456871,924,596,1085,73.0,0.5496728138013087,0.5488029465930019
2024-12-22,352197.163973,455.03509557235145,774,3087320.22,3988.7858139534887,337,448,326,73.0,0.4354005167958656,1.3700305810397553
2024-12-23,-29430.626577,-12.53967898466127,2347,6771878.26,2885.333728163613,681,1036,1311,70.0,0.2901576480613549,0.7896341463414634
2024-12-24,14813.780116,43.827751822485205,338,1767036.11,5227.917485207101,114,118,220,73.0,0.33727810650887574,0.5339366515837104
2024-12-25,756.6570469999998,3.637774264423076,208,347889.35,1672.5449519230767,63,86,122,73.0,0.30288461538461536,0.6991869918699187
2024-12-26,60228.639722,86.41124780774749,697,2205242.65,3163.9062410329984,358,373,324,79.0,0.5136298421807748,1.1476923076923078
2024-12-27,2672.811035,10.280042442307693,260,347913.0,1338.126923076923,110,137,123,74.0,0.4230769230769231,1.1048387096774193
2024-12-28,940.673623,5.842693310559007,161,281555.01,1748.7888819875777,37,57,104,72.0,0.22981366459627328,0.5428571428571428
2024-12-29,2884.067927,14.348596651741294,201,344628.54,1714.5698507462685,64,69,132,73.0,0.31840796019900497,0.518796992481203
2024-12-30,9009.738137,29.637296503289473,304,1073865.73,3532.453059210526,120,183,121,65.0,0.39473684210526316,1.5
2024-12-31,5445.01281,17.794159509803922,306,877164.62,2866.551045751634,92,141,165,64.0,0.3006535947712418,0.8493975903614458
2025-01-01,-9528.065345,-99.25068067708334,96,282582.1,2943.5635416666664,29,68,28,66.0,0.3020833333333333,2.3448275862068964
2025-01-02,8716.519087,24.145482235457067,361,774674.84,2145.9136842105263,165,107,254,70.0,0.45706371191135736,0.4196078431372549
2025-01-03,6028.486793,11.867099986220472,508,771208.99,1518.1279330708662,138,169,339,74.0,0.27165354330708663,0.4970588235294118
2025-01-04,2553.537968,6.882851665768194,371,1826029.6199999999,4921.912722371967,75,76,295,73.0,0.20215633423180593,0.25675675675675674
2025-01-05,3187.719363,13.337737920502093,239,451943.57,1890.977280334728,100,65,174,72.0,0.41841004184100417,0.37142857142857144
2025-01-06,6064.185393,10.583220581151831,573,556526.99,971.2512914485166,89,148,425,76.0,0.15532286212914484,0.3474178403755869
2025-01-07,16098.227531,25.271942748822607,637,1313178.1,2061.504081632653,485,562,75,78.0,0.7613814756671899,7.394736842105263
2025-01-08,130117.090554,125.23300342059672,1039,3177275.18,3058.0126852743024,386,745,294,70.0,0.37151106833493747,2.5254237288135593
2025-01-09,46975.928902,89.99220096168582,522,1020733.25,1955.427681992337,145,201,321,69.0,0.2777777777777778,0.6242236024844721
2025-01-10,-10116.875552,-12.352717401709402,819,6547449.68,7994.444053724053,432,366,453,50.0,0.5274725274725275,0.8061674008810573
2025-01-11,2269.080536,8.017952424028268,283,1658098.71,5859.006042402827,69,166,117,69.0,0.24381625441696114,1.4067796610169492
2025-01-12,5742.241803,9.538607646179402,602,2258459.17,3751.59330564784,472,81,521,62.0,0.7840531561461794,0.15517241379310345
2025-01-13,9655.429352,23.66526801960784,408,2936648.0100000002,7197.666691176471,158,240,168,61.0,0.3872549019607843,1.4201183431952662
2025-01-14,16069.512355,58.43459038181818,275,876581.97,3187.5708,137,92,183,63.0,0.49818181818181817,0.5
2025-01-15,14819.5883,55.50407602996255,267,1801599.8900000001,6747.565131086143,123,93,174,70.0,0.4606741573033708,0.5314285714285715
2025-01-16,20807.709328,56.08546988679245,371,3049692.96,8220.196657681941,127,114,257,75.0,0.3423180592991914,0.4418604651162791
2025-01-17,7006.415608,29.43872104201681,238,1110230.46,4664.8338655462185,126,95,143,75.0,0.5294117647058824,0.6597222222222222
2025-01-18,443.2330819999997,0.6808495883256523,651,2711629.88,4165.330076804916,248,353,298,77.0,0.38095238095238093,1.1806020066889633
2025-01-19,87923.799302,56.10963580216975,1567,9715215.3,6199.8821314613915,317,841,726,77.0,0.20229738353541799,1.156808803301238
2025-01-20,87277.239173,66.37052408593155,1315,8287327.01,6302.149817490495,687,755,560,76.0,0.5224334600760456,1.3458110516934045
2025-01-21,11077.839421,20.901583813207548,530,1523729.82,2874.961924528302,205,145,385,76.0,0.3867924528301887,0.3756476683937824
2025-01-22,20524.408057,24.66875968389423,832,1778406.43,2137.5077283653845,234,297,535,84.0,0.28125,0.5541044776119403
2025-01-23,101256.24216,83.13320374384236,1218,3697028.66,3035.3273070607556,805,561,657,75.0,0.6609195402298851,0.8525835866261399
2025-01-24,10602.779738,12.131326931350113,874,1611433.45,1843.7453661327231,488,358,516,75.0,0.5583524027459954,0.6924564796905223
2025-01-25,-10348.016255999999,-20.450625011857706,506,1239377.7,2449.363043478261,141,315,191,75.0,0.27865612648221344,1.640625
2025-01-26,40823.466668,90.51766445232816,451,1201173.66,2663.3562305986693,196,176,275,73.0,0.43458980044345896,0.6376811594202898
2025-01-27,41331.765392,53.469295461837,773,1508028.31,1950.8775032341528,368,510,263,71.0,0.4760672703751617,1.9318181818181819
2025-01-28,17979.613973,36.103642516064255,498,579412.17,1163.4782530120483,313,157,341,72.0,0.6285140562248996,0.4590643274853801
2025-01-29,23421.01147,25.737375241758244,910,1897513.41,2085.1795714285713,379,438,472,72.0,0.4164835164835165,0.9260042283298098
2025-01-30,23097.471385,21.64711470009372,1067,3014397.17,2825.114498594189,370,267,800,70.0,0.3467666354264292,0.3333333333333333
2025-01-31,35868.296773,35.303441705708664,1016,2783411.48,2739.578228346457,550,323,693,76.0,0.5413385826771654,0.4654178674351585
2025-02-01,32300.205017,50.946695610410096,634,1363746.44,2151.019621451104,378,352,282,68.0,0.5962145110410094,1.243816254416961
2025-02-02,162854.759623,123.46835452843062,1319,5661092.29,4291.957763457164,473,833,486,60.0,0.35860500379075055,1.7104722792607803
2025-02-03,348871.326269,146.58459086932774,2380,22592901.37,9492.815701680673,1103,1091,1289,44.0,0.4634453781512605,0.8457364341085272
2025-02-04,416876.88812,165.9541752070064,2512,15678409.27,6241.404964171974,695,1143,1369,72.0,0.276671974522293,0.8343065693430657
2025-02-05,56706.235562,43.721075992289904,1297,8743231.51,6741.1191287586735,417,689,608,54.0,0.3215111796453354,1.1313628899835797
2025-02-06,33803.799733,19.84955944392249,1703,2818508.87,1655.0257604227834,785,1163,540,49.0,0.46095126247798,2.1497227356746764
2025-02-07,22450.002091,14.730972500656167,1524,3460263.54,2270.5141338582675,430,957,567,44.0,0.2821522309711286,1.6848591549295775
2025-02-08,586.703253,1.0203534834782608,575,839734.97,1460.4086434782607,110,451,124,44.0,0.19130434782608696,3.608
2025-02-09,150551.829492,197.05736844502616,764,2920919.7,3823.19332460733,329,428,336,46.0,0.4306282722513089,1.2700296735905046
2025-02-10,63908.49465,71.88807047244094,889,3624958.44,4077.5685489313837,425,360,529,43.0,0.4780652418447694,0.6792452830188679
2025-02-11,-6093.784817,-7.186067001179245,848,2797544.17,3298.990766509434,185,362,486,47.0,0.21816037735849056,0.7433264887063655
2025-02-12,19848.635032,19.251828353055284,1031,4143974.54,4019.3739476236665,477,406,625,46.0,0.4626576139670223,0.6485623003194888
2025-02-13,27829.534238,20.313528640875912,1370,3199852.21,2335.6585474452554,641,593,777,50.0,0.4678832116788321,0.7622107969151671
2025-02-14,213860.675308,129.22095184773414,1655,4007103.42,2421.210525679758,710,532,1123,48.0,0.42900302114803623,0.47330960854092524
2025-02-15,45042.92701,48.32932082618026,932,1712852.95,1837.8250536480687,401,573,359,50.0,0.4302575107296137,1.5916666666666666
2025-02-16,2369.478425,3.4794103157121876,681,806177.64,1183.8144493392072,300,345,336,54.0,0.44052863436123346,1.0237388724035608
2025-02-17,1818.573295,1.9325964877789585,941,2031044.64,2158.3896280552603,211,623,318,51.0,0.22422954303931988,1.9529780564263324
2025-02-18,91204.672403,54.418062292959426,1676,3371128.68,2011.413293556086,858,1051,625,47.0,0.5119331742243437,1.6789137380191694
2025-02-19,14985.794701,11.010870463629685,1361,3263930.24,2398.185334313005,582,864,497,44.0,0.4276267450404115,1.7349397590361446
2025-02-20,46008.794102,22.867193887673956,2012,4628609.29,2300.5016351888667,964,788,1224,49.0,0.47912524850894633,0.643265306122449
2025-02-21,119693.49395,63.904695114789114,1873,3972159.88,2120.747399893219,978,744,1129,55.0,0.5221569674319274,0.6584070796460177
2025-02-22,25278.704178,36.849423,686,3175570.2,4629.111078717201,341,360,326,49.0,0.4970845481049563,1.1009174311926606
2025-02-23,10656.934251,20.494104328846156,520,1141310.74,2194.8283461538463,234,283,237,50.0,0.45,1.1890756302521008
2025-02-24,38470.176242,6.850102607193732,5616,11223619.59,1998.5077617521367,2228,3255,2361,49.0,0.39672364672364674,1.378069432684166
2025-02-25,204762.177034,32.782929400256165,6246,19414984.36,3108.3868651937237,1628,4236,2010,25.0,0.260646813960935,2.106414719045251
2025-02-26,63229.063129,53.76621014370748,1176,4946958.13,4206.597049319727,789,387,789,21.0,0.6709183673469388,0.489873417721519
2025-02-27,-36525.167517,-41.039514064044944,890,1999898.43,2247.0768876404495,247,406,484,10.0,0.27752808988764044,0.8371134020618557
2025-02-28,225628.108748,221.4211077016683,1019,4123660.77,4046.7721000981355,396,530,489,16.0,0.3886162904808636,1.0816326530612246
2025-03-01,10596.108968,60.897177977011495,174,263824.13,1516.230632183908,78,105,69,20.0,0.4482758620689655,1.5
2025-03-02,66914.320708,125.77879832330827,532,6460848.74,12144.452518796992,267,274,258,26.0,0.5018796992481203,1.057915057915058
2025-03-03,616413.032233,415.9332201302294,1482,8244590.38,5563.151403508772,912,1069,413,33.0,0.6153846153846154,2.582125603864734
2025-03-04,182075.566585,75.80165136761032,2402,11124247.15,4631.24360949209,609,1748,654,15.0,0.25353871773522063,2.668702290076336
2025-03-05,269328.365917,162.24600356445782,1660,9193654.22,5538.345915662651,1259,375,1285,20.0,0.7584337349397591,0.291601866251944
2025-03-06,16101.125561,21.18569152763158,760,6765324.96,8901.743368421052,365,371,389,25.0,0.48026315789473684,0.9512820512820512
2025-03-07,150236.061627,58.86993010462382,2552,19854275.48,7779.888510971787,1333,1227,1325,34.0,0.5223354231974922,0.9253393665158371
2025-03-08,24700.773359,46.69333338185255,529,892083.51,1686.3582419659735,301,288,241,28.0,0.5689981096408318,1.1900826446280992
2025-03-09,19773.457395,13.905384947257385,1422,10419697.99,7327.495070323488,627,947,475,27.0,0.4409282700421941,1.9894957983193278
2025-03-10,-10010.027269999999,-3.438690233596702,2911,16811790.68,5775.263029886637,1157,1570,1341,20.0,0.39745791824115423,1.1698956780923995
2025-03-11,-76880.729036,-23.3964482763238,3286,14016952.09,4265.657970176507,616,2120,1166,24.0,0.18746195982958003,1.81662382176521
2025-03-12,288105.984215,72.60735489289314,3968,18618139.15,4692.071358366935,2240,1647,2321,34.0,0.5645161290322581,0.7093023255813954
2025-03-13,14114.870873,14.672422944906446,962,3285591.22,3415.375488565489,440,468,494,45.0,0.4573804573804574,0.9454545454545454
2025-03-14,68646.160089,31.061610899999998,2210,8047187.16,3641.261158371041,1887,297,1913,27.0,0.8538461538461538,0.15517241379310345
2025-03-15,78694.624572,301.51197154022987,261,2355749.54,9025.86030651341,155,154,107,46.0,0.5938697318007663,1.4259259259259258
2025-03-16,-7910.943544999999,-14.926308575471696,530,10187921.51,19222.49341509434,123,304,226,30.0,0.2320754716981132,1.3392070484581498
2025-03-17,26163.906513,28.439028818478263,920,3592895.05,3905.320706521739,417,483,437,32.0,0.4532608695652174,1.1027397260273972
2025-03-18,72322.788824,86.71797221103118,834,4050655.47,4856.901043165468,188,341,493,34.0,0.22541966426858512,0.6902834008097166
2025-03-19,29374.682341,18.222507655707197,1612,4598813.57,2852.8620161290323,671,563,1049,32.0,0.4162531017369727,0.5361904761904762
2025-03-20,10246.859436,13.290349463035021,771,1652257.93,2143.0063942931256,315,238,533,49.0,0.4085603112840467,0.44569288389513106
2025-03-21,6951.270374,9.958840077363897,698,2543903.39,3644.560730659026,349,346,352,31.0,0.5,0.9801699716713881
2025-03-22,12498.535254,23.361748138317758,535,971809.42,1816.4662056074767,254,222,313,32.0,0.4747663551401869,0.7070063694267515
2025-03-23,14047.421585,31.425999071588368,447,2593519.67,5802.057427293064,146,290,157,30.0,0.32662192393736017,1.8354430379746836
2025-03-24,107878.961301,105.04280555111977,1027,3017587.05,2938.254186952288,632,213,814,45.0,0.6153846153846154,0.26134969325153373
2025-03-25,32030.90678,40.49419314791403,791,5372519.77,6792.060391908975,286,422,369,46.0,0.3615676359039191,1.1405405405405404
2025-03-26,15802.167427,5.094186791424887,3102,7597754.37,2449.30830754352,841,1574,1528,47.0,0.27111540941328177,1.0294310006540222
2025-03-27,58825.359221,74.9367633388535,785,3240279.46,4127.744535031847,262,474,311,40.0,0.33375796178343947,1.5192307692307692
2025-03-28,21337.179335,29.30931227335165,728,1483092.61,2037.2151236263737,231,533,195,44.0,0.3173076923076923,2.7193877551020407
2025-03-29,12098.872931,6.38800049155227,1894,3668151.83,1936.7221911298839,674,997,897,26.0,0.3558606124604013,1.1102449888641426
2025-03-30,15795.11514,27.8083013028169,568,2850874.96,5019.146056338028,94,478,90,32.0,0.16549295774647887,5.252747252747253
2025-03-31,6978.184557,14.097342539393939,495,2164772.4699999997,4373.277717171717,259,214,281,34.0,0.5232323232323233,0.7588652482269503
2025-04-01,-2202.6622420000003,-11.472199177083334,192,704445.1900000001,3668.9853645833336,88,92,100,34.0,0.4583333333333333,0.9108910891089109
2025-04-02,202212.740938,187.930056633829,1076,3867930.6,3594.7310408921935,963,128,948,44.0,0.8949814126394052,0.13487881981032665
2025-04-03,-2365.961276,-1.353524757437071,1748,8670233.15,4960.087614416476,520,956,792,25.0,0.2974828375286041,1.205548549810845
2025-04-04,-25515.678949999998,-20.05949602987421,1272,3835545.73,3015.3661399371067,493,499,773,28.0,0.38757861635220126,0.6447028423772609
2025-04-05,35907.33771,99.74260475,360,1267564.22,3521.011722222222,209,138,222,30.0,0.5805555555555556,0.6188340807174888
2025-04-06,47053.449272,44.89832945801527,1048,3551252.06,3388.59929389313,332,678,370,34.0,0.31679389312977096,1.8274932614555257
