date,total_pnl,avg_pnl,trade_count,total_volume,avg_trade_size,profitable_trades,buy_count,sell_count,sentiment_value,win_rate,buy_sell_ratio,sentiment_lag_1,sentiment_lag_3,sentiment_lag_7,sentiment_ma_7,sentiment_ma_14,sentiment_std_7,sentiment_change_1d,sentiment_change_7d,sentiment_momentum,sentiment_zone,zone_change,pnl_lag_1,pnl_ma_7,cumulative_pnl,next_day_pnl
2024-01-16,-2299.171458,-255.4634953333333,9,116427.33,12936.37,3,4,5,64.0,0.3333333333333333,0.6666666666666666,52.0,76.0,71.0,69.0,69.28571428571429,8.524474568362955,12.0,-7.0,-5.0,Greed,1,152.85358,-978.4631495714285,-3916.3335449999995,813.2741110000001
2024-01-17,813.2741110000001,15.344794547169812,53,800831.03,15110.019433962265,11,31,22,60.0,0.20754716981132076,1.3478260869565217,64.0,71.0,71.0,67.42857142857143,68.92857142857143,9.08950205561602,-4.0,-11.0,-7.428571428571431,Greed,0,-2299.171458,-823.7276424285714,-3103.0594339999993,68.93319
2024-01-18,68.93319,1.4985476086956522,46,424631.52999999997,9231.120217391304,3,18,28,63.0,0.06521739130434782,0.6206896551724138,60.0,52.0,76.0,65.57142857142857,68.35714285714286,8.343802947040873,3.0,-13.0,-2.5714285714285694,Greed,0,813.2741110000001,-695.8300634285714,-3034.126243999999,-385.419235
2024-01-19,-385.419235,-8.029567395833334,48,428428.97,8925.603541666665,6,31,17,51.0,0.125,1.7222222222222223,63.0,64.0,73.0,62.42857142857143,67.0,9.180725150319818,-12.0,-22.0,-11.42857142857143,Neutral,1,68.93319,-534.1626195714285,-3419.545478999999,-146.57487000000003
2024-01-20,-146.57487000000003,-1.3827817924528305,106,1070090.51,10095.193490566038,15,60,46,52.0,0.14150943396226415,1.2765957446808511,51.0,60.0,76.0,59.0,65.85714285714286,7.61577310586396,1.0,-24.0,-7.0,Neutral,0,-385.419235,-531.6605294285714,-3566.120348999999,266.58114600000005
2024-01-21,266.58114600000005,24.234649636363642,11,103129.74,9375.43090909091,3,3,8,56.0,0.2727272727272727,0.3333333333333333,52.0,63.0,71.0,56.857142857142854,64.71428571428571,5.490251100164553,4.0,-15.0,-0.8571428571428541,Greed,1,-146.57487000000003,-218.50336228571427,-3299.539202999999,1375.640959
2024-01-22,1375.640959,16.18401128235294,85,337878.99,3975.0469411764707,23,51,34,55.0,0.27058823529411763,1.457142857142857,56.0,51.0,52.0,57.285714285714285,63.642857142857146,5.154748157905435,-1.0,3.0,-2.2857142857142847,Greed,0,266.58114600000005,-43.81945099999997,-1923.8982439999988,-369.2447299999998
2024-01-23,-369.2447299999998,-8.20543844444444,45,414518.93000000005,9211.531777777778,11,33,12,50.0,0.24444444444444444,2.5384615384615383,55.0,52.0,64.0,55.285714285714285,62.142857142857146,4.820590756131068,-5.0,-14.0,-5.285714285714285,Neutral,1,1375.640959,231.8843672857143,-2293.1429739999985,-2808.353815
2024-01-24,-2808.353815,-41.29932080882353,68,965084.59,14192.42044117647,10,27,41,48.0,0.14705882352941177,0.6428571428571429,50.0,56.0,60.0,53.57142857142857,60.5,4.995235825502352,-2.0,-12.0,-5.571428571428569,Neutral,0,-369.2447299999998,-285.49105071428573,-5101.496788999999,-3093.6293849999997
2024-01-25,-3093.6293849999997,-515.6048975,6,66566.13,11094.355000000001,0,0,6,52.0,0.0,0.0,48.0,55.0,63.0,52.0,58.785714285714285,2.7688746209729334,4.0,-11.0,0.0,Neutral,0,-2808.353815,-737.2857042857142,-8195.126173999999,90.2
